url,volume,market_cap,company,symbol,news_url
/equities/suven-life-sciences-ltd,369399,28820000000,Suven Life Sciences Ltd,SUVP,/equities/suven-life-sciences-ltd-news
/equities/adlabs-entertainment-ltd,345462,28650000000,Imagicaaworld Entertainment Ltd,IMAW,/equities/adlabs-entertainment-ltd-news
/equities/raymond-realty,2758383,28500000000,Raymond Realty,RAYO,/equities/raymond-realty-news
/equities/jtl-infra-bo,9573089,28300000000,JTL Industries,JTLI,/equities/jtl-infra-bo-news
/equities/patel-engineering,4435053,28290000000,Patel Engineering,PENG,/equities/patel-engineering-news
/equities/automotive-axles,14704,28260000000,Automotive Axles,ATOA,/equities/automotive-axles-news
/equities/awfis-space-solutions,185465,28210000000,Awfis Space Solutions,AWFI,/equities/awfis-space-solutions-news
/equities/kddl-ltd,31864,28200000000,KDDL,KDDL,/equities/kddl-ltd-news
/equities/greenply-industries-ltd,91701,28100000000,Greenply Industries Ltd,GRPL,/equities/greenply-industries-ltd-news
/equities/lux-industries-ltd,52854,28080000000,Lux Industries Ltd,LUXI,/equities/lux-industries-ltd-news
/equities/kewal-kiran,16622,28070000000,Kewal Kiran,KKCL,/equities/kewal-kiran-news
/equities/camlin-fine-sciences-ltd,180396,27930000000,Camlin Fine Sciences Ltd,CAMF,/equities/camlin-fine-sciences-ltd-news
/equities/gng-electronics,69587,27910000000,GNG Electronics,GNGL,/equities/gng-electronics-news
/equities/d-p-abhushan-ltd,30927,27830000000,D P Abhushan,DPAB,/equities/d-p-abhushan-ltd-news
/equities/equinaire-chemtech-ltd,427343,27760000000,Kiri Industries,KIRI,/equities/equinaire-chemtech-ltd-news
/equities/premier-explosives-ltd,252414,27560000000,Premier Explosives,PRMR,/equities/premier-explosives-ltd-news
/equities/kilburn-engineering-bo,31870,27440000000,Kilburn Engineering,KLBE,/equities/kilburn-engineering-bo-news
/equities/ls-industries-bo,0,27430000000,LS Industries,LSIN,/equities/ls-industries-bo-news
/equities/ram-ratna-wires-bo,660,27360000000,Ram Ratna Wires,RAMR,/equities/ram-ratna-wires-bo-news
/equities/ramco-industries,57646,27340000000,Ramco Industries,RAMC,/equities/ramco-industries-news
/equities/bhagiradha-chemicals-industries-bo,1438,27190000000,Bhagiradha Chemicals and Ind,BHCM,/equities/bhagiradha-chemicals-industries-bo-news
/equities/network-people-services-tech,12941,27020000000,Network People Services Technologies,NETO,/equities/network-people-services-tech-news
/equities/sundaram-clayton-bo,1557,27020000000,Sundaram Clayton,SUNM,/equities/sundaram-clayton-bo-news
/equities/globus-spirits-ltd,70198,26940000000,Globus Spirits Ltd,GLOS,/equities/globus-spirits-ltd-news
/equities/the-orissa-minerals-develop.,11322,26910000000,Orissa Minerals,ORIS,/equities/the-orissa-minerals-develop.-news
/equities/greenpanel-industries-ltd,1552700,26860000000,Greenpanel Ind,GREP,/equities/greenpanel-industries-ltd-news
/equities/prataap-snacks,21481,26770000000,Prataap Snacks,PRAT,/equities/prataap-snacks-news
/equities/jain-irrigation-systems,2460970,26770000000,Jain Irrigation,JAIR,/equities/jain-irrigation-systems-news
/equities/polyplex-corporation-ltd,31073,26640000000,Polyplex,PLYP,/equities/polyplex-corporation-ltd-news
/equities/sambhv-steel-tubes,715465,26640000000,Sambhv Steel Tubes,SMBV,/equities/sambhv-steel-tubes-news
/equities/deccan-gold-mines-ltd,2647593,26580000000,Deccan Gold Mines,DEGM,/equities/deccan-gold-mines-ltd-news
/equities/unichem-laboratories,7392,26520000000,Unichem Labs,UNLB,/equities/unichem-laboratories-news
/equities/west-coast-paper-mills,39063,26490000000,West Coast Paper Mills,WSTC,/equities/west-coast-paper-mills-news
/equities/sirca-paints,141190,26370000000,Sirca Paints,SICR,/equities/sirca-paints-news
/equities/rm-drip-sprinklers,4488750,26320000000,RM Drip Sprinklers,RMDR,/equities/rm-drip-sprinklers-news
/equities/prince-pipes-and-fittings-ltd,60759,26220000000,Prince Pipes And Fittings,PRCE,/equities/prince-pipes-and-fittings-ltd-news
/equities/ravindra-energy-bo,7587,26180000000,Ravindra Energy,RAVI,/equities/ravindra-energy-bo-news
/equities/swiss-glascoat-equipments-bo,5915,26070000000,HLE Glascoat,HLEG,/equities/swiss-glascoat-equipments-bo-news
/equities/sanghvi-movers-ltd,171545,26060000000,Sanghvi Movers Ltd,SNGM,/equities/sanghvi-movers-ltd-news
/equities/fineotex-chemical-ltd,1302031,26060000000,Fineotex Chemical Ltd,FINE,/equities/fineotex-chemical-ltd-news
/equities/tatva-chintan-pharma-chem,92514,25950000000,Tatva Chintan Pharma Chem,TATV,/equities/tatva-chintan-pharma-chem-news
/equities/synthiko-foils-ltd,2276,25930000000,Synthiko Foils,SYNI,/equities/synthiko-foils-ltd-news
/equities/apeejay-surrendra-park-hotels,123373,25630000000,Apeejay Surrendra Park Hotels,APEJ,/equities/apeejay-surrendra-park-hotels-news
/equities/sagar-cements-ltd,51978,25610000000,Sagar Cements Ltd,SGRC,/equities/sagar-cements-ltd-news
/equities/jindal-worldwide-ltd,381385,25450000000,Jindal Worldwide,JINW,/equities/jindal-worldwide-ltd-news
/equities/concord-control-systems,2600,25440000000,Concord Control Systems,CONL,/equities/concord-control-systems-news
/equities/repco-home-finance-ltd,74744,25290000000,Repco Home Finance Ltd,RHFL,/equities/repco-home-finance-ltd-news
/equities/protean-egov-technologies,17799,25260000000,Protean eGov Technologies,PROO,/equities/protean-egov-technologies-news
/equities/raymond,1869208,25250000000,Raymond,RYMD,/equities/raymond-news
/equities/universal-cables-ltd,47542,25210000000,Universal Cables Ltd,UNVR,/equities/universal-cables-ltd-news
/equities/bgr-energy-systems,179788,25110000000,BGR Energy Systems,BGRE,/equities/bgr-energy-systems-news
/equities/marine-electricals,384145,24920000000,Marine Electricals,MARN,/equities/marine-electricals-news
/equities/nrb-bearings-ltd,121178,24820000000,NRB Bearings Ltd,NBEA,/equities/nrb-bearings-ltd-news
/equities/vardhman-special-steels-ltd,27124,24740000000,Vardhman Special Steels Ltd,VARM,/equities/vardhman-special-steels-ltd-news
/equities/indiabulls-wholesale-services,30353794,24730000000,Indiabulls,IDIB,/equities/indiabulls-wholesale-services-news
/equities/marsons-bo,186511,24610000000,Marsons,MARS,/equities/marsons-bo-news
/equities/cantabil-retail-india-ltd,87619,24610000000,Cantabil Retail India Ltd,CRIL,/equities/cantabil-retail-india-ltd-news
/equities/baazar-style-retail-bo,269153,24550000000,Baazar Style Retail,BAAZ,/equities/baazar-style-retail-bo-news
/equities/amani-trading-and-exports,21021,24450000000,EFC,EFCI,/equities/amani-trading-and-exports-news
/equities/solara-active-pharma,49346,24410000000,Solara Active Pharma,SOLA,/equities/solara-active-pharma-news
/equities/rossell-techsys,106309,24400000000,Rossell Techsys,ROSC,/equities/rossell-techsys-news
/equities/tide-water-oil-india-co-ltd,11074,24400000000,Veedol Corporation,VEEO,/equities/tide-water-oil-india-co-ltd-news
/equities/eveready-industries-india-ltd,73981,24390000000,Eveready Industries India Ltd,ERDY,/equities/eveready-industries-india-ltd-news
/equities/shivalik-bimetal-controls-bo,953,24380000000,Shivalik Bimetal Controls,SHVB,/equities/shivalik-bimetal-controls-bo-news
/equities/man-indus,161194,24380000000,Man Indus,MIND,/equities/man-indus-news
/equities/rmg-alloy-steel-bo,296156,24310000000,Welspun Specialty Solutions,WELU,/equities/rmg-alloy-steel-bo-news
/equities/utkarsh-small-finance-bank,17849377,24200000000,Utkarsh Small Finance Bank,UTKR,/equities/utkarsh-small-finance-bank-news
/equities/arvind-infrastructure-ltd,7414,24150000000,Arvind Smartspaces,ARVD,/equities/arvind-infrastructure-ltd-news
/equities/spandana-sphoorty-financial-ltd,146878,24110000000,Spandana Sphoorty Financial Ltd BO,SPAD,/equities/spandana-sphoorty-financial-ltd-news
/equities/federal-mogul-goetze-(india),59191,24010000000,Federal Mogul Goetze,FEDM,/equities/federal-mogul-goetze-(india)-news
/equities/cesc-ventures,21615,23990000000,RPSG Ventures,RPSG,/equities/cesc-ventures-news
/equities/savita-oil-technologies-ltd-bo,3176,23930000000,Savita Oil Technologies,SAOL,/equities/savita-oil-technologies-ltd-bo-news
/equities/nucleus-software-exports-ltd,12256,23920000000,Nucleus Software Exports Ltd,NSEL,/equities/nucleus-software-exports-ltd-news
/equities/euro-pratik-sales,4572109,23880000000,Euro Pratik Sales,EURR,/equities/euro-pratik-sales-news
/equities/fischer-chemic,93626,23880000000,Fischer Chemic,FISC,/equities/fischer-chemic-news
/equities/alembic-ltd,196080,23860000000,Alembic Ltd,ALMC,/equities/alembic-ltd-news
/equities/bombay-dyeing---mfg,748085,23800000000,Bombay Dyeing&Mfg.,BDYN,/equities/bombay-dyeing---mfg-news
/equities/tcpl-packaging-bo,38,23760000000,TCPL Packaging,TCPL,/equities/tcpl-packaging-bo-news
/equities/hikal-ltd,152049,23740000000,Hikal Ltd,HIKA,/equities/hikal-ltd-news
/equities/rashi-peripherals,35830,23660000000,Rashi Peripherals,RASI,/equities/rashi-peripherals-news
/equities/cmi-fpe-bo,6216,23630000000,John Cockerill India Ltd,JOHC,/equities/cmi-fpe-bo-news
/equities/siyaram-silk-mills-ltd,115577,23610000000,Siyaram Silk Mills,SIYR,/equities/siyaram-silk-mills-ltd-news
/equities/deep-industries,69646,23560000000,Deep Industries,DEEI,/equities/deep-industries-news
/equities/ksh-international-ltd,57111,23530000000,KSH International,KSHN,/equities/ksh-international-ltd-news
/equities/monarch-networth-capital-ltd,2546,23430000000,Monarch Networth Capital Ltd,MONR,/equities/monarch-networth-capital-ltd-news
/equities/aeroflex-industries,3132254,23400000000,Aeroflex Industries,AERO,/equities/aeroflex-industries-news
/equities/capital-infra-trust,594795,23300000000,Capital Infra Trust,CPII,/equities/capital-infra-trust-news
/equities/jash-engineering-ltd,96924,23290000000,Jash Eng,JSHE,/equities/jash-engineering-ltd-news
/equities/agro-tech-foods,12668,23280000000,Sundrop Brands,SNDO,/equities/agro-tech-foods-news
/equities/teamlease-services-ltd,11498,23250000000,Teamlease Services,TLSV,/equities/teamlease-services-ltd-news
/equities/yatra-online,341047,23200000000,Yatra Online,YATR,/equities/yatra-online-news
/equities/taj-gvk-hotels---resorts,110575,23150000000,Taj GVK,TAJG,/equities/taj-gvk-hotels---resorts-news
/equities/anzen-india-energy-yield-plus-trust,0,23150000000,Anzen India Energy Yield Plus Trust Unt,ANZE,/equities/anzen-india-energy-yield-plus-trust-news
/equities/thirumalai-chemicals-ltd,144502,23010000000,Thirumalai Chemicals,THRM,/equities/thirumalai-chemicals-ltd-news
/equities/pennar-industries-ltd,331326,22990000000,Pennar Industries Ltd,PENN,/equities/pennar-industries-ltd-news
/equities/standard-glass-lining-technology,654572,22910000000,Standard Glass Lining Technology,SNDR,/equities/standard-glass-lining-technology-news
/equities/windsor-machines-ltd,65575,22890000000,Windsor Machines Ltd,WIND,/equities/windsor-machines-ltd-news
/equities/dalmia-bharat-sugar,119762,22890000000,Dalmia Bharat Sugar,DLMI,/equities/dalmia-bharat-sugar-news
/equities/chokhani-securities-bo,24974,22880000000,Ugro Capital,UGRO,/equities/chokhani-securities-bo-news
/equities/sangam-india-ltd,14922,22840000000,Sangam India Ltd,SANG,/equities/sangam-india-ltd-news
/equities/vikran-engineering,1391817,22840000000,Vikran Engineering,VIKN,/equities/vikran-engineering-news
/equities/panacea-biotec,257405,22800000000,Panacea Biotec,PNCA,/equities/panacea-biotec-news
/equities/elcid-invest,63,22800000000,Elcid Invest,ELCI,/equities/elcid-invest-news
/equities/krsnaa-diagnostics,24749,22800000000,Krsnaa Diagnostics,KRSN,/equities/krsnaa-diagnostics-news
/equities/kcp,83892,22690000000,KCP,KCP,/equities/kcp-news
/equities/soma-papers-and-industries-bo,12151,22690000000,Soma Papers and Ind,SOMP,/equities/soma-papers-and-industries-bo-news
/equities/gk-energy,1607446,22670000000,GK Energy,GKEN,/equities/gk-energy-news
/equities/dr-agarwal-s-eye-hospital-bo,1372,22660000000,Dr Agarwal’s Eye Hospital,DRAG,/equities/dr-agarwal-s-eye-hospital-bo-news
/equities/pokarna-ltd,28022,22650000000,Pokarna,POKR,/equities/pokarna-ltd-news
/equities/easy-trip-planners-pvt,10353317,22620000000,Easy Trip Planners,EASM,/equities/easy-trip-planners-pvt-news
/equities/anantam-highways-trust-unt,161161,22620000000,Anantam Highways Trust Unt,ANAI,/equities/anantam-highways-trust-unt-news
/equities/acrysil,72902,22500000000,Carysil,CARY,/equities/acrysil-news
/equities/brigade-hotel-ventures,388220,22380000000,Brigade Hotel Ventures,BRIA,/equities/brigade-hotel-ventures-news
/equities/mayur-uniquoters-ltd,37548,22270000000,Mayur Uniquoters Ltd,MAYU,/equities/mayur-uniquoters-ltd-news
/equities/g-m-breweries-ltd,65105,22260000000,G M Breweries Ltd,GMBR,/equities/g-m-breweries-ltd-news
/equities/nocil-ltd,635792,22120000000,Nocil Ltd,NOCI,/equities/nocil-ltd-news
/equities/xpro-india-ltd,57742,22080000000,Xpro India Ltd,XPRO,/equities/xpro-india-ltd-news
/equities/saksoft-ltd,99973,22030000000,Saksoft Ltd,SAKS,/equities/saksoft-ltd-news
/equities/shanti-educational-initiatives-ltd,869866,21980000000,Shanti Educational,SHAI,/equities/shanti-educational-initiatives-ltd-news
/equities/jaykay-enterprises-bo,28060,21970000000,Jaykay Enterprises,JKEL,/equities/jaykay-enterprises-bo-news
/equities/prakash-industries-ltd,633478,21960000000,Prakash Industries,PRKI,/equities/prakash-industries-ltd-news
/equities/insolation-energy,253000,21940000000,Insolation Energy,INSN,/equities/insolation-energy-news
/equities/gujarat-industries-power,138104,21770000000,Gujarat Industries,GJIP,/equities/gujarat-industries-power-news
/equities/iol-chemicals-pharmaceuticals,355804,21740000000,IOL Chemicals Pharmaceuticals,IOLC,/equities/iol-chemicals-pharmaceuticals-news
/equities/venkys-(india),18472,21640000000,Venkys India,VENK,/equities/venkys-(india)-news
/equities/mangalam-cement-ltd,81157,21630000000,Mangalam Cement Ltd,MGLC,/equities/mangalam-cement-ltd-news
/equities/vintage-coffee-and-beverages,68418,21600000000,Vintage Coffee and Beverages,VING,/equities/vintage-coffee-and-beverages-news
/equities/prabha-energy-bo,22,21540000000,Prabha Energy,PABE,/equities/prabha-energy-bo-news
/equities/la-opala-r-g-ltd,48358,21490000000,La Opala R G Ltd,LAOP,/equities/la-opala-r-g-ltd-news
/equities/hind-rectifiers-ltd,21325,21440000000,Hind Rectifiers Ltd,HRCT,/equities/hind-rectifiers-ltd-news
/equities/shringar-house-of-mangalsutra,662478,21360000000,Shringar House of Mangalsutra,SING,/equities/shringar-house-of-mangalsutra-news
/equities/hpl-electric-power-pvt-ltd,119401,21340000000,HPL Electric & Power,HPLE,/equities/hpl-electric-power-pvt-ltd-news
/equities/epack-durable,559802,21270000000,Epack Durable,EPAC,/equities/epack-durable-news
/equities/mahanagar-telephone-nigam,19968423,21270000000,Mahanagar Telephone,MTNL,/equities/mahanagar-telephone-nigam-news
/equities/venus-pipes-tubes,20442,21220000000,Venus Pipes Tubes,VENS,/equities/venus-pipes-tubes-news
/equities/spectrum-electrical,7602,21210000000,Spectrum Electrical,SPET,/equities/spectrum-electrical-news
/equities/ptc-india-financial-services,395323,21100000000,PTC India Financial Services,PTCN,/equities/ptc-india-financial-services-news
/equities/go-fashion,263328,21090000000,Go Fashion,GOFA,/equities/go-fashion-news
/equities/kernex-microsystems-india,178515,21040000000,Kernex Microsystems India,KMIL,/equities/kernex-microsystems-india-news
/equities/tci-express-ltd,9585,21040000000,TCI Express,TCIE,/equities/tci-express-ltd-news
/equities/shalimar-agencies-bo,38669,21010000000,Spice Lounge Food Works,SPIO,/equities/shalimar-agencies-bo-news
/equities/aaswa-trading-exports-bo,31480,20880000000,TCC Concept,TCCC,/equities/aaswa-trading-exports-bo-news
/equities/honda-siel-power-products-ltd,9176,20800000000,Honda India Power Products,HOND,/equities/honda-siel-power-products-ltd-news
/equities/rajratan-global-wire-bo,8225,20770000000,Rajratan Global Wire,RAJR,/equities/rajratan-global-wire-bo-news
/equities/rhetan-tmt,30786,20710000000,Rhetan TMT,RHET,/equities/rhetan-tmt-news
/equities/nilkamal,6454,20690000000,Nilkamal,NKML,/equities/nilkamal-news
/equities/hindustan-oil-exploration,347916,20640000000,Hindustan Oil,HOEX,/equities/hindustan-oil-exploration-news
/equities/bhansali-eng.-polymers,197976,20540000000,Bhansali Engg Polymers,BHAN,/equities/bhansali-eng.-polymers-news
/equities/indokem,4042,20530000000,Indokem,IKEM,/equities/indokem-news
/equities/rane-madras-ltd,5334,20520000000,Rane Madras Ltd,RAMD,/equities/rane-madras-ltd-news
/equities/kothari-industrial-bo,10466,20500000000,Kothari Industrial,KTIN,/equities/kothari-industrial-bo-news
/equities/shipping-corporation-of-india-land,504606,20440000000,Shipping Corporation of India Land,SHPP,/equities/shipping-corporation-of-india-land-news
/equities/arkade-developers-ltd,547967,20420000000,Arkade Developers,ARKD,/equities/arkade-developers-ltd-news
/equities/bajaj-hindusthan-limited,6846804,20410000000,Bajaj Hindusthan Sugar,BJHN,/equities/bajaj-hindusthan-limited-news
/equities/filatex-india-ltd,612420,20390000000,Filatex India,FLTX,/equities/filatex-india-ltd-news
/equities/solarworld-energy-solutions,307116,20360000000,Solarworld Energy Solutions,SOLW,/equities/solarworld-energy-solutions-news
/equities/kalyani-investment-company-ltd,1664,20340000000,Kalyani Investment Company Ltd,KALA,/equities/kalyani-investment-company-ltd-news
/equities/sika-interplant-systems-bo,22666,20200000000,Sika Interplant Systems,SIKA,/equities/sika-interplant-systems-bo-news
/equities/indian-hume-pipe-company-ltd,9782,20170000000,Indian Hume Pipe Company Ltd,IHME,/equities/indian-hume-pipe-company-ltd-news
/equities/bio-green-papers-bo,29776,20160000000,String Metaverse,STRN,/equities/bio-green-papers-bo-news
/equities/eih-associated-hotels-ltd,12226,20130000000,EIH Associated Hotels Ltd,EIHA,/equities/eih-associated-hotels-ltd-news
/equities/indoco-remedies-ltd,98351,20100000000,Indoco Remedies Ltd,INRM,/equities/indoco-remedies-ltd-news
/equities/s-h-kelkar-and-company-ltd,335715,20030000000,S H Kelkar And Company Ltd,SHKE,/equities/s-h-kelkar-and-company-ltd-news
/equities/alstom-projects-india,172455,19980000000,GE Power India,GEPO,/equities/alstom-projects-india-news
/equities/morepen-laboratories-ltd,1970576,19980000000,Morepen Laboratories Ltd,MORL,/equities/morepen-laboratories-ltd-news
/equities/jai-corp,552716,19810000000,Jai Corp,JAIC,/equities/jai-corp-news
/equities/mm-forgings-ltd,63228,19780000000,MM Forgings Ltd,MMFO,/equities/mm-forgings-ltd-news
/equities/epack-prefab-tech-ltd,635634,19780000000,Epack Prefab,EPAK,/equities/epack-prefab-tech-ltd-news
/equities/infobeans-technologies-ltd,239088,19590000000,InfoBeans Tech,IFOB,/equities/infobeans-technologies-ltd-news
/equities/kp-energy-ltd,15924,19580000000,KP Energy,KPEN,/equities/kp-energy-ltd-news
/equities/bf-utilities,6169,19550000000,BF Utilities,BFUT,/equities/bf-utilities-news
/equities/studds-accessories,69190,19450000000,Studds Accessories,STUS,/equities/studds-accessories-news
/equities/adf-foods-ltd,45900,19370000000,ADF Foods Ltd,AMRN,/equities/adf-foods-ltd-news
/equities/summit-securities-ltd,4812,19320000000,Summit Securities Ltd,SUMM,/equities/summit-securities-ltd-news
/equities/hinduja-global-solutions-ltd,16325,19310000000,Hinduja Global Solutions Ltd,HGSL,/equities/hinduja-global-solutions-ltd-news
/equities/apcotex-industries-ltd,84151,19310000000,Apcotex Industries Ltd,APCI,/equities/apcotex-industries-ltd-news
/equities/accelya-kale,37724,19270000000,Accelya Solutions,ACCY,/equities/accelya-kale-news
/equities/apm-finvest,49899,19250000000,Mufin Green Finance,MUFI,/equities/apm-finvest-news
/equities/dcx-systems,906310,19150000000,DCX Systems,DCXS,/equities/dcx-systems-news
/equities/uniparts-india,41885,19020000000,Uniparts India,UNPA,/equities/uniparts-india-news
/equities/nitco-ltd,130167,18990000000,Nitco Ltd,NCOT,/equities/nitco-ltd-news
/equities/geojit-bnp-paribas,437230,18890000000,Geojit,GEOJ,/equities/geojit-bnp-paribas-news
/equities/hathway-cable---datacom,2704951,18830000000,Hathway Cable,HAWY,/equities/hathway-cable---datacom-news
/equities/thejo-engineering-ltd,6276,18810000000,Thejo Engineering Ltd,THEJ,/equities/thejo-engineering-ltd-news
/equities/novartis-india-ltd-bse,11644,18760000000,Novartis India,NOIN,/equities/novartis-india-ltd-bse-news
/equities/alpex-solar,47600,18740000000,Alpex Solar,ALPX,/equities/alpex-solar-news
/equities/capacite-infraprojects,152082,18740000000,Capacite Infraprojects,CAPE,/equities/capacite-infraprojects-news
/equities/wonder-fibromats-ltd,36794,18720000000,Wonder Electricals,WOND,/equities/wonder-fibromats-ltd-news
/equities/moongipa-securities-ltd,25337,18670000000,Sg Finserve,SGFI,/equities/moongipa-securities-ltd-news
/equities/bliss-gvs-pharma-ltd,1324994,18660000000,Bliss GVS Pharma Ltd,BLIS,/equities/bliss-gvs-pharma-ltd-news
/equities/wheels-india-ltd,87729,18630000000,Wheels India Ltd,WHEL,/equities/wheels-india-ltd-news
/equities/lycos-internet-ltd,8701395,18630000000,Brightcom,BRIH,/equities/lycos-internet-ltd-news
/equities/ideaforge-technology-bo,837762,18530000000,ideaForge Technology,IDEF,/equities/ideaforge-technology-bo-news
/equities/sasken-communication-tech,8373,18520000000,Sasken Technologies,SKCT,/equities/sasken-communication-tech-news
/equities/nitin-spinners-ltd,58353,18520000000,Nitin Spinners Ltd,NISP,/equities/nitin-spinners-ltd-news
/equities/nitin-fire-protection-industries,37505,18510000000,NITIN,NIFP,/equities/nitin-fire-protection-industries-news
/equities/som-distilleries-breweries,586644,18500000000,SOM Distilleries Breweries,SDB,/equities/som-distilleries-breweries-news
/equities/veranda-learning-solutions-pvt,236446,18500000000,Veranda Learning Solutions,VERN,/equities/veranda-learning-solutions-pvt-news
/equities/kp-green-engineering-bo,47500,18500000000,KP Green Engineering,KPGR,/equities/kp-green-engineering-bo-news
/equities/rane-holdings-ltd,9797,18480000000,Rane Holdings Ltd,RANE,/equities/rane-holdings-ltd-news
/equities/steel-cast-bo,3709,18460000000,Steel Cast,STCL,/equities/steel-cast-bo-news
/equities/fino-payments-bank,7493,18450000000,Fino Payments Bank,FINY,/equities/fino-payments-bank-news
/equities/muk-ltd,46337,18450000000,Mukand,MUKA,/equities/muk-ltd-news
/equities/indosolar-ltd,29404,18310000000,Indosolar Ltd,INDL,/equities/indosolar-ltd-news
/equities/ganesha-ecosphere-ltd,37697,18280000000,Ganesha Ecosphere Ltd,GANS,/equities/ganesha-ecosphere-ltd-news
/equities/divgi-torqtransfer-systems,67,18250000000,Divgi TorqTransfer Systems,DIVG,/equities/divgi-torqtransfer-systems-news
/equities/vimta-labs-ltd,392492,18250000000,Vimta Labs Ltd,VIML,/equities/vimta-labs-ltd-news
/equities/dolphin-offshore-enterprises,94559,18220000000,Dolphin Offshore Enterprises,DOLP,/equities/dolphin-offshore-enterprises-news
/equities/ems,130388,18190000000,Ems,EMSL,/equities/ems-news
/equities/mold-tek-packaging-ltd,16872,18160000000,Mold-Tek Packaging,MOLT,/equities/mold-tek-packaging-ltd-news
/equities/india-pesticides,107347,18130000000,India Pesticides,IDIP,/equities/india-pesticides-news
/equities/goodyear-india-bo,3791,18130000000,Goodyear India,GDYR,/equities/goodyear-india-bo-news
/equities/shalby-ltd,72741,18050000000,Shalby,SHAY,/equities/shalby-ltd-news
/equities/oriental-hotels,100305,18040000000,Oriental Hotels,ORHT,/equities/oriental-hotels-news
/equities/pix-transmissions-bo,234,17960000000,Pix Transmissions,PIXT,/equities/pix-transmissions-bo-news
/equities/somany-home-innovation-ltd,146220,17930000000,Hindware Home Innovation,HIIL,/equities/somany-home-innovation-ltd-news
/equities/panama-petrochem-ltd,34091,17840000000,Panama Petrochem Ltd,PAPT,/equities/panama-petrochem-ltd-news
/equities/dollar-industries-ltd,33158,17800000000,Dollar Industries,DLLA,/equities/dollar-industries-ltd-news
/equities/afcom-holdings-bo,62040,17800000000,AFCOM Holdings,AFCO,/equities/afcom-holdings-bo-news
/equities/bajel-projects,62130,17780000000,Bajel Projects,BAJL,/equities/bajel-projects-news
/equities/khazanchi-jewellers-bo,18250,17770000000,Khazanchi Jewellers,KHAZ,/equities/khazanchi-jewellers-bo-news
/equities/relish-pharmaceuticals-ltd,217995,17740000000,Shukra Pharma,SHUR,/equities/relish-pharmaceuticals-ltd-news
/equities/adcc-infocad-bo,79135,17680000000,Ceinsys Tech,CEIS,/equities/adcc-infocad-bo-news
/equities/simplex-infrastructures,52667,17640000000,Simplex Infrastructures,SINF,/equities/simplex-infrastructures-news
/equities/silver-touch,63441,17540000000,Silver Touch,SILT,/equities/silver-touch-news
/equities/ramco-systems-ltd,987324,17480000000,Ramco Systems Ltd,RMCS,/equities/ramco-systems-ltd-news
/equities/tasty-bite-eatables-bo,92,17410000000,Tasty Bite Eatables,TABE,/equities/tasty-bite-eatables-bo-news
/equities/satin-creditcare-network-ltd,174160,17380000000,Satin Creditcare Network Ltd,SATR,/equities/satin-creditcare-network-ltd-news
/equities/insecticides-india-ltd,201868,17370000000,Insecticides India Ltd,ISIL,/equities/insecticides-india-ltd-news
/equities/pacheli-industrial-finance-ltd,2159,17340000000,Grand Oak Canyons Distillery,GRAK,/equities/pacheli-industrial-finance-ltd-news
/equities/jain-irrigation-systems-ltd,12067,17330000000,Jain Irrigation Systems Ltd,JAIRdv,/equities/jain-irrigation-systems-ltd-news
/equities/delta-corp,893704,17320000000,Delta Corp,DELT,/equities/delta-corp-news
/equities/shankara-buildpro,59453,17310000000,Shankara Buildpro,SNKR,/equities/shankara-buildpro-news
/equities/windlas-biotech,84451,17260000000,Windlas Biotech,WINL,/equities/windlas-biotech-news
/equities/hindustan-everest-tools-bo,106106,17250000000,Algoquant Fintech,ALGO,/equities/hindustan-everest-tools-bo-news
/equities/disa-india-ltd,366,17160000000,DISA India Ltd,DISA,/equities/disa-india-ltd-news
/equities/jindal-poly-films,41125,17150000000,Jindal Poly Films,JPLY,/equities/jindal-poly-films-news
/equities/sindu-valley-tech,2230,17030000000,GHV Infra Projects,GHVI,/equities/sindu-valley-tech-news
/equities/arman-financial-services-ltd,20895,17030000000,Arman Financial,ARLF,/equities/arman-financial-services-ltd-news
/equities/advait-infratech-ltd,12004,16990000000,Advait,ADVR,/equities/advait-infratech-ltd-news
/equities/akm-lace-embrotex,64250,16930000000,Aayush Art Bullion,AAYS,/equities/akm-lace-embrotex-news
/equities/s-p-apparels-ltd,43213,16890000000,S.P.Apparels,SPAP,/equities/s-p-apparels-ltd-news
/equities/frontier-springs-bo,5560,16880000000,Frontier Springs,FRON,/equities/frontier-springs-bo-news
/equities/amrutanjan-health-care-ltd,10649,16840000000,Amrutanjan Health Care,AJAN,/equities/amrutanjan-health-care-ltd-news
/equities/sylph-education-solutions-ltd,5914,16800000000,Mobavenue Ai Tech,MOBA,/equities/sylph-education-solutions-ltd-news
/equities/msp-steel-power-ltd,418643,16760000000,MSP Steel Power Ltd,MSPO,/equities/msp-steel-power-ltd-news
/equities/somany-ceramics-ltd,145599,16740000000,Somany Ceramics Ltd,SOCE,/equities/somany-ceramics-ltd-news
/equities/gujarat-natural-resources-bo,49926,16710000000,Gujarat Natural Resources,GUJA,/equities/gujarat-natural-resources-bo-news
/equities/sanstar,88121,16710000000,Sanstar,SNSA,/equities/sanstar-news
/equities/digitide-solutions-bo,646101,16660000000,Digitide Solutions,DIGO,/equities/digitide-solutions-bo-news
/equities/sai-silks,872178,16640000000,Sai Silks,SAIS,/equities/sai-silks-news
/equities/haryana-financial-bo,300,16610000000,Haryana Financial,HAFI,/equities/haryana-financial-bo-news
